,category,url,title,subtitle,pick,supporters,reward_levels,like_num,share_num,price,achievement_rate,achievement_goal,funding_period,funding_duration,start_day,abs_achievement_rate
1923,앱 · 웹 서비스,https://tumblbug.com/daiv-zip,인공지능 입문부터 실전까지 <AI 개념 + 코드.zip>,22명의 팀원이 3개월 동안 진행한 AI 프로젝트 모음집,0,398,"['1,000원 +', '18,000원 +', '18,000원 +', '24,000원 +', '20,000원 +']",606,76,9347000.0,467%,2000000,2023.04.08 ~ 2023.05.08,30,Saturday,1869.3999999999999
1924,앱 · 웹 서비스,https://tumblbug.com/plot-studio,창작자를 위한 스토리 메이킹 프로그램 '플롯 스튜디오',짜임새 있는 이야기를 위해! 이야기의 뼈대와 디테일을 한 프로그램으로 관리해 보세요.,0,607,"['1,000원 +', '25,000원 +', '25,000원 +', '35,000원 +', '20,000원 +', '20,000원 +']",1112,91,15577000.0,1557%,1000000,2023.11.11 ~ 2023.12.23,42,Saturday,3115.4
1925,앱 · 웹 서비스,https://tumblbug.com/novela,"웹소설 작가를 위한 All-in-one 창작툴, '노벨라'","구닥다리 워드프로세서는 그만! 원고 작성, 맞춤법 검사, 자료정리까지 '노벨라' 한 곳에서",0,1262,"['1,000원 +', '14,900원 +', '19,900원 +', '24,900원 +', '16,900원 +', '11,900원 +', '21,900원 +']",2115,316,20093800.0,2009%,1000000,2022.10.14 ~ 2022.11.24,41,Friday,4018.76
1926,앱 · 웹 서비스,https://tumblbug.com/help242,켈트식 판타지 작명 백과 프로그램 [도와줘요! 242],이름 짓기 고민이신가요? 6종 켈트어 단어 검색과 조합으로 개성 넘치는 작명을 도와드려요!,0,447,"['1,000원 +', '28,000원 +', '42,000원 +', '40,000원 +']",991,80,16939000.0,1693%,1000000,2023.02.04 ~ 2023.03.06,30,Saturday,3387.8
1927,앱 · 웹 서비스,https://tumblbug.com/maze_cafe,AI로 찾는 나만의 카페 할인 스마트 오더 앱 - MAZE,AI와 빅데이터로 구현하는 개인 카페 [추천 + 할인 + 스마트오더] 모바일 O2O 서비스,0,72,"['1,000원 +', '10,000원 +', '25,000원 +', '50,000원 +', '75,000원 +']",91,29,12907000.0,1290%,1000000,2022.09.14 ~ 2022.10.21,37,Wednesday,2581.4
1928,앱 · 웹 서비스,https://tumblbug.com/mung,"내가 찾던 명상앱, 하루 한번 멍한 시간 <멍상>","내가 찾던 명상앱, 하루 한번 멍한 시간 <멍상>",1,188,"['1,000원 +', '99,900원 +', '7,900원 +', '35,900원 +', '59,900원 +', '199,000원 +', '990,000원 +', '32,400원 +', '53,900원 +', '89,900원 +']",231,45,11840300.0,1184%,1000000,2022.08.12 ~ 2022.09.07,26,Friday,2368.06
1929,앱 · 웹 서비스,https://tumblbug.com/rippler,"사생활 노출은 싫지만 셀카는 올리고 싶어, Rippler","찐친들을 위한 우리만의 SNS ""리플러"" 위티가 만들고 큐리오스가 함께해요",0,42,"['1,000원 +', '9,700원 +', '17,700원 +', '34,700원 +', '99,700원 +', '99,700원 +', '430,000원 +', '1,000,000원 +']",82,7,2770800.0,554%,500000,2020.08.20 ~ 2020.09.20,31,Thursday,554.16
1930,앱 · 웹 서비스,https://tumblbug.com/palette-for-twitter,Palette for twitter,"트잉여가 바라던 트위터 앱, Palette for twitter. 앱 출시를 위해선 여러분의 도움이 필요합니다.",0,495,"['1,000원 +', '1,000원 +', '5,000원 +', '10,000원 +', '30,000원 +', '50,000원 +', '200,000원 +']",8,2,6030378.0,548%,1100000,2014.12.29 ~ 2015.01.31,33,Monday,1206.0756
1931,앱 · 웹 서비스,https://tumblbug.com/adbike,자전거를 어드바이스! 자전거 여행플랫폼 'A:D BIKE',"당신의 버킷리스트, 두 바퀴로 떠나는 자전거 여행자를 위한 플랫폼 'A:D BIKE'",1,59,"['1,000원 +', '5,000원 +', '50,000원 +', '100,000원 +', '1,000,000원 +', '10,000원 +', '30,000원 +']",38,5,10020000.0,501%,2000000,2020.11.09 ~ 2020.11.22,13,Monday,2004.0
1932,앱 · 웹 서비스,https://tumblbug.com/dott-tarot,[도트 타로 다이어리] : 한 장으로 남기는 기록,"도트 그래픽 타로카드로 달력을 꾸밀 수 있는 데일리 타로 어플, 타로어리입니다.",0,242,"['1,000원 +', '15,000원 +', '15,000원 +', '18,000원 +', '3,000원 +', '10,000원 +', '15,000원 +', '8,000원 +', '13,000원 +', '18,000원 +', '10,000원 +']",663,82,2128000.0,425%,500000,2022.04.06 ~ 2022.05.08,32,Wednesday,425.6
1933,앱 · 웹 서비스,https://tumblbug.com/5gaam,감각 별로 기록하는 나만의 취향. 취향수집 app '오감',취향을 찾는 것을 어려워하지 마세요. '오감'으로 느끼는 것들을 가볍게 기록해 보세요.,0,71,"['1,000원 +', '15,000원 +', '30,000원 +']",259,33,1507000.0,301%,500000,2022.10.06 ~ 2022.10.19,13,Thursday,301.4
1934,앱 · 웹 서비스,https://tumblbug.com/dreamary,"커피 한 잔 가격의 헤어서비스, '드리머리'","꿈을 가진 사람은 기회를, 꿈의 헤어스타일을 찾는 사람은 기쁨을. 드리머리의 꿈과 함께해요",0,109,"['1,000원 +', '1,000원 +', '10,000원 +', '25,000원 +', '40,000원 +', '25,000원 +']",9,2,2974000.0,297%,1000000,2018.10.31 ~ 2018.12.05,35,Wednesday,594.8000000000001
1935,앱 · 웹 서비스,https://tumblbug.com/1090challenge,세바시와 함께하는 1090 챌린지,매주 90분의 새로운 지식 충전! 10주 동안 일주일 하나의 수강권으로 성장습관을 만듭니다,0,171,"['1,000원 +', '89,000원 +', '100,000원 +', '69,000원 +']",144,89,13140000.0,262%,5000000,2022.08.04 ~ 2022.09.05,32,Thursday,2628.0
1936,앱 · 웹 서비스,https://tumblbug.com/web1,저작권 없는 코딩수업 WEB1,생활코딩을 운영하는 이고잉입니다. 저작권 없는 코딩교육 동영상 강의와 전자책을 만듭니다.,0,1693,"['1,000원 +', '5,000원 +', '50,000원 +', '70,000원 +', '32,000원 +', '12,000원 +', '12,000원 +', '100,000원 +', '12,000원 +', '32,000원 +', '32,000원 +', '31,999원 +', '100,000원 +', '12,000원 +']",46,3,31414099.0,261%,12000000,2017.10.18 ~ 2017.11.19,32,Wednesday,6282.8198
1937,앱 · 웹 서비스,https://tumblbug.com/bigpicture,"일정관리의 큰그림,「빅픽처」","여러 가지 일정으로 인해 멀티태스킹을 해야 할 때, 남은 기간을 정리해서 보여주는 프로그램",1,107,"['1,000원 +', '1,000원 +', '10,000원 +', '50,000원 +']",7,0,1280366.0,256%,500000,2017.03.31 ~ 2017.05.11,41,Friday,256.0732
1938,앱 · 웹 서비스,https://tumblbug.com/palettepartner,"당신의 모든 취미를 담는 SNS, 팔레트",세상의 모든 도전은 그 자체로 아름다우니까! 관심사 별 부캐릭터 기반 SNS 팔레트입니다.,0,103,"['1,000원 +', '15,000원 +', '35,000원 +', '70,000원 +', '120,000원 +', '500,000원 +', '10,000원 +', '200,000원 +', '1,000,000원 +']",45,5,2500444.0,250%,1000000,2021.01.28 ~ 2021.02.14,17,Thursday,500.0888
1939,앱 · 웹 서비스,https://tumblbug.com/bananacoding,"문학과 코딩이 만나다, <코드로 읽는 그리스로마신화>","문학과 코딩의 만남, <코드로 읽는 그리스로마신화>를 통해 코딩을 쉽고 재미있게 배우세요!",1,63,"['1,000원 +', '33,500원 +', '57,500원 +', '69,500원 +', '72,500원 +', '99,500원 +', '63,500원 +', '89,500원 +']",7,0,2465600.0,246%,1000000,2018.04.10 ~ 2018.05.13,33,Tuesday,493.11999999999995
1940,앱 · 웹 서비스,https://tumblbug.com/pnpillust,하루만에 끝내는 일러스트레이터,하루만에 끝내는 일러스트레이터 1DAY 클래스 비법강의!!,0,58,"['1,000원 +', '39,000원 +', '40,000원 +', '45,000원 +', '50,000원 +', '55,000원 +', '58,000원 +', '39,000원 +']",182,1,2317000.0,231%,1000000,2021.10.07 ~ 2021.10.13,6,Thursday,463.40000000000003
1941,앱 · 웹 서비스,https://tumblbug.com/me2day2007,미투데이 2007,"미투데이와 함께 했던 소중한 기억을  글, 사진, 댓글 미투까지 모두 보기좋게 웹에 보관합니다.",0,410,"['1,000원 +', '5,000원 +', '10,000원 +', '30,000원 +', '1,000원 +']",0,0,6685000.0,222%,3000000,2013.11.18 ~ 2013.12.13,25,Monday,1337.0
1942,앱 · 웹 서비스,https://tumblbug.com/secondtrack,"SECONDTRACK, 음반 거래는 세컨드트랙",판매자와 구매자를 익명으로 연결해주는 LP 중고거래 플랫폼,0,314,"['1,000원 +', '19,500원 +', '19,500원 +', '26,500원 +', '33,000원 +']",171,37,9283500.0,185%,5000000,2022.03.17 ~ 2022.04.07,21,Thursday,1856.7
1943,앱 · 웹 서비스,https://tumblbug.com/programmer,최초의 두가지 프로그래밍 언어책 출간,IT  전공 및 비전공자를 위해 두가지 언어를 함께 다룬 책!,0,645,"['1,000원 +', '1,000원 +', '50,000원 +', '100,000원 +', '35,000원 +', '10,000원 +', '45,000원 +', '70,000원 +']",15,0,11054600.0,184%,6000000,2016.05.08 ~ 2016.07.07,60,Sunday,2210.92
1944,앱 · 웹 서비스,https://tumblbug.com/pnpexcel,하루만에 끝내는 엑셀,하루만에 끝내는 엑셀 1DAY 클래스 비법강의,0,77,"['1,000원 +', '30,000원 +', '40,000원 +', '50,000원 +', '60,000원 +']",195,0,2750000.0,183%,1500000,2021.06.23 ~ 2021.07.07,14,Wednesday,550.0
1945,앱 · 웹 서비스,https://tumblbug.com/sharehomt,홈트족을 위한 구독형 홈트레이닝 서비스 '쉐어홈트' ,홈트레이닝에 필요한 운동기구 쉐어 / 어플리케이션을 통한 운동 및 식단 프로그램 제공,0,24,"['1,000원 +', '15,000원 +', '15,000원 +', '60,000원 +', '60,000원 +', '90,000원 +', '120,000원 +', '180,000원 +']",131,7,1818000.0,181%,1000000,2021.10.27 ~ 2021.11.15,19,Wednesday,363.6
1946,앱 · 웹 서비스,https://tumblbug.com/holdfold,"한 번 클릭으로 이미지를 저장하다, 'HoldFold'",화면 상단에 폴더를 등록해 두는 프로그램입니다. 위로 끌어다 놓아서 저장하세요!,0,71,"['1,000원 +', '11,000원 +', '30,000원 +', '20,000원 +', '50,000원 +']",7,1,892000.0,178%,500000,2018.01.15 ~ 2018.02.12,28,Monday,178.4
1947,앱 · 웹 서비스,https://tumblbug.com/anajo,"""내가 더 안아줄게, 아껴줄게, 조금 더""","동물 보호소내 아이들의 '새로운 가족 찾기'와 '제2의 유기, 파양률 낮추기' 프로젝트",1,95,"['1,000원 +', '5,000원 +', '15,000원 +', '30,000원 +', '50,000원 +', '100,000원 +']",2,0,1496000.0,149%,1000000,2016.10.10 ~ 2016.11.09,30,Monday,299.2
1948,앱 · 웹 서비스,https://tumblbug.com/1min-test,수의사가 만든 <반려동물 1분검사와 상담>과 럭셔리 인식표,병원에 갈지 말지 고민하지 마세요. 수의사가 만든 원펫 1분 검사+상담에서 알려드려요! ,0,11,"['1,000원 +', '59,900원 +', '59,900원 +', '59,900원 +', '89,900원 +', '89,900원 +', '89,900원 +']",77,10,740000.0,148%,500000,2021.10.18 ~ 2021.11.14,27,Monday,148.0
1949,앱 · 웹 서비스,https://tumblbug.com/femiwiki,우리의 언어 그리고 기록을 위한 '페미위키' 굿즈,페미위키 법률자문 비용마련을 위한 굿즈를 제작합니다.,0,288,"['1,000원 +', '10,000원 +', '20,000원 +', '25,000원 +', '30,000원 +', '70,000원 +']",2,1,5141000.0,146%,3500000,2016.11.19 ~ 2016.11.29,10,Saturday,1028.2
1950,앱 · 웹 서비스,https://tumblbug.com/0315269316,꿈을 코딩하는 미래의 코드 히어로를 응원해 주세요!,학생이 학생을 가르치는 코딩교육 시스템을 만들어가는 교육봉사 프로젝트입니다.,1,37,"['1,000원 +', '1,000원 +', '8,000원 +', '15,000원 +', '30,000원 +']",4,0,1468000.0,146%,1000000,2018.03.30 ~ 2018.04.28,29,Friday,293.6
1951,앱 · 웹 서비스,https://tumblbug.com/wwwfootprintcareers,"N사 현직 개발자들의 취업 성공 스토리, footprint",대기업 현직 개발자들의 취업 성공 스토리와 정확한 개발자의 취업 정보를 알려드리겠습니다. ,0,112,"['1,000원 +', '15,000원 +', '15,000원 +', '28,000원 +']",231,29,2973000.0,148%,2000000,2022.02.18 ~ 2022.04.19,60,Friday,594.6
1952,앱 · 웹 서비스,https://tumblbug.com/designvoca,"Design voca, 그런 찰진 단어는 모른다구요.",Design voca : 디자이너 간 다르게 이해하고 있는 UX 디자인 어휘집.,0,77,"['1,000원 +', '20,000원 +', '20,000원 +', '30,000원 +', '30,000원 +', '40,000원 +', '10,000원 +']",596,10,2170000.0,144%,1500000,2022.01.20 ~ 2022.03.11,50,Thursday,434.0
1954,앱 · 웹 서비스,https://tumblbug.com/buttonlett,"SNS가 아니다, PNS다. Buttonlett.",자기만의 우체통을 가지고 편지를 씁니다. 짧은 전보를 주고받고 메모를 합니다. 어플에서요.,1,61,"['1,000원 +', '10,000원 +', '15,000원 +', '22,000원 +', '50,000원 +', '60,000원 +']",6,0,3365300.0,134%,2500000,2018.03.13 ~ 2018.03.18,5,Tuesday,673.06
1955,앱 · 웹 서비스,https://tumblbug.com/pickkorea,아직도 패키지여행？이제는 내가 만드는 나만의 한국여행！,방한외국인(관광객)과 한국여행을 더 다양하게 즐기고 싶은 한국인을 위한 관광 앱 플랫폼,0,70,"['1,000원 +', '1,000원 +', '10,000원 +', '30,000원 +', '50,000원 +']",11,1,1323006.0,132%,1000000,2019.10.15 ~ 2019.11.09,25,Tuesday,264.6012
1956,앱 · 웹 서비스,https://tumblbug.com/maso_gdn,쓱 지나가던 고객도 훅 끌어당기는 구글 광고 완전 정복!,쓱 지나가던 고객도 훅 끌어당기는 구글 디스플레이 네트워크 광고 실무 온라인 강의,1,4,"['1,000원 +', '79,000원 +', '99,000원 +', '189,000원 +', '209,000원 +']",67,5,646000.0,129%,500000,2022.09.30 ~ 2022.10.14,14,Friday,129.20000000000002
1957,앱 · 웹 서비스,https://tumblbug.com/moduname,평생 불려지는 소중한 이름! 모두네임으로 직접 지어보세요.,모바일 작명 어플에서 한걸음 더 나아가 1:1 상담 전문 플랫폼으로 성장하고자 합니다.,0,13,"['1,000원 +', '18,000원 +', '35,000원 +', '50,000원 +', '50,000원 +', '50,000원 +']",3,0,1271000.0,127%,1000000,2018.05.10 ~ 2018.05.28,18,Thursday,254.2
1958,앱 · 웹 서비스,https://tumblbug.com/koreatheatrestandards,KTS 한국공연예술자치규약 배포를 위한 홈페이지 제작,"규약집 내용에 대한 전문가 감수 비용, 규약집 무료 배포를 위한 홈페이지 제작 비용 모금",0,223,"['1,000원 +', '30,000원 +', '10,000원 +', '10,000원 +', '30,000원 +', '10,000원 +', '30,000원 +']",24,0,8256000.0,127%,6500000,2020.08.13 ~ 2020.08.31,18,Thursday,1651.2
1959,앱 · 웹 서비스,https://tumblbug.com/digitalnomadcamp,새로운 개인공간 앱 제작 플랫폼 '디지털노마드캠프',"내 인생 첫번째 앱만들기: 그림, 글, 사진을 나만의 앱에 저장 할 수 있습니다 :D",0,22,"['1,000원 +', '24,000원 +', '34,000원 +', '64,000원 +']",5,1,1194000.0,119%,1000000,2019.08.09 ~ 2019.09.28,50,Friday,238.79999999999998
1960,앱 · 웹 서비스,https://tumblbug.com/piniengine,피니엔진으로 비주얼노벨을 만들어 봅시다!,개발이 멈춰버린 비주얼노벨특화 게임엔진인 피니 엔진을 다시 되살리는 프로젝트입니다.,0,92,"['1,000원 +', '5,000원 +', '10,000원 +', '30,000원 +', '50,000원 +', '100,000원 +', '80,000원 +', '200,000원 +', '300,000원 +', '500,000원 +', '700,000원 +', '1,000,000원 +', '199,900원 +']",4,1,3794900.0,118%,3200000,2016.09.19 ~ 2016.11.08,50,Monday,758.98
1961,앱 · 웹 서비스,https://tumblbug.com/maeee,최소한의 정보만! 허위광고 없는 여성용품 플랫폼 '세잎',안전한 여성용품 플랫폼 제작을 도와주세요!,0,80,"['1,000원 +', '9,000원 +', '13,000원 +', '29,000원 +', '33,000원 +', '69,000원 +']",115,311,5148000.0,102%,5000000,2021.11.20 ~ 2021.12.20,30,Saturday,1029.6
1962,앱 · 웹 서비스,https://tumblbug.com/crosslesson,서로 가르쳐주고 배워요! 크로스레슨 2.0,누구나 무료로 레슨을 교환하는 공유경제 플랫폼!,0,65,"['1,000원 +', '5,000원 +', '10,000원 +', '30,000원 +', '50,000원 +']",5,0,2054345.0,102%,2000000,2016.03.12 ~ 2016.04.24,43,Saturday,410.869
1963,앱 · 웹 서비스,https://tumblbug.com/pinpon,퀴어 여성 프리미엄 주선 서비스 '핑퐁',"안녕하세요, 퀴어 여성 프리미엄 주선 서비스 '핑퐁' 입니다.",0,16,"['1,000원 +', '34,000원 +', '34,000원 +', '64,000원 +', '34,000원 +', '34,000원 +', '64,000원 +', '43,000원 +', '43,000원 +', '73,000원 +', '43,000원 +', '44,000원 +', '93,000원 +']",20,1,1020000.0,102%,1000000,2020.06.26 ~ 2020.08.25,60,Friday,204.0
1964,앱 · 웹 서비스,https://tumblbug.com/2400,코로나19 탈출 예술인 일자리 창출 오픈국악앱,코로나19로 위축된 문화예술 시장의 활성화와 취약예술인들의 일자리 창출 매칭서비스 앱,0,58,"['1,000원 +', '50,000원 +', '100,000원 +', '200,000원 +', '500,000원 +']",2,1,10181000.0,101%,10000000,2020.06.04 ~ 2020.06.14,10,Thursday,2036.1999999999998
1965,앱 · 웹 서비스,https://tumblbug.com/haroosari,[알바가 알바를 구하는 App] 하루살이,"하루전문 구인구직 플랫폼
[하루살이]",0,66,"['1,000원 +', '10,000원 +', '50,000원 +', '100,000원 +']",7,0,5590017.0,101%,5500000,2016.01.29 ~ 2016.03.29,60,Friday,1118.0033999999998
1966,앱 · 웹 서비스,https://tumblbug.com/misodiary,당신의 미소가 그리운 오늘 - 미소일기 앱개발 제작,당신의 미소가 그리운 오늘 - 미소일기,0,50,"['1,000원 +', '18,000원 +', '50,000원 +', '100,000원 +']",1,0,2528000.0,101%,2500000,2014.09.30 ~ 2014.11.30,61,Tuesday,505.6
4623,잡지,https://tumblbug.com/positivethinking,역대 편집장 추천! <좋은생각> 에세이 100선 & 창간호,사라져버린 이웃 간의 정을 회복하는 30주년 기념 에세이 100선과 92년 창간호 복원본,0,1013,"['1,000원 +', '27,500원 +', '33,500원 +', '37,500원 +', '49,500원 +', '25,500원 +']",590,140,31743999.0,352%,9000000,2023.08.21 ~ 2023.09.08,18,Monday,6348.7998
4624,잡지,https://tumblbug.com/radish7,"흩어지는 목소리에 지면을, 페미니즘 잡지 RADish 7호",잡지 <RADish>는 한국 여성주의의 주요 의제와 실천에 필요한 정보를 선별해 기록합니다,0,297,"['1,000원 +', '18,000원 +', '34,200원 +', '36,000원 +', '54,000원 +', '72,000원 +']",110,84,8566000.0,155%,5500000,2023.05.08 ~ 2023.06.19,42,Monday,1713.2
4625,잡지,https://tumblbug.com/index3,"세 번째 한국영화 색인, index <동주>",영화 <동주>를 바라보는 다양한 시각과 감독/배우님들의 인터뷰를 담은 독립영화잡지.,0,429,"['1,000원 +', '13,000원 +', '20,800원 +', '31,000원 +', '59,000원 +', '38,800원 +']",285,77,7889200.0,525%,1500000,2023.08.15 ~ 2023.09.05,21,Tuesday,1577.84
4626,잡지,https://tumblbug.com/deep_001,뮤지션 매거진 [deep] 창간호 <chet baker>,[deep]은 매호 한 뮤지션을 선정하여 집중 재조명하는 뮤지션 매거진입니다.,0,365,"['1,000원 +', '27,000원 +', '51,000원 +', '91,000원 +', '19,000원 +']",185,71,10197000.0,1019%,1000000,2023.11.13 ~ 2023.12.13,30,Monday,2039.3999999999999
4627,잡지,https://tumblbug.com/prism9,프리즈머스 패션 매거진 [PRISM vol.9 ],"개성이 강한 사람들이 모여 만든 ""한 권의 잡지"". ",0,28,"['1,000원 +', '14,000원 +', '17,000원 +', '18,500원 +', '21,500원 +']",15,6,1013000.0,202%,500000,2023.07.03 ~ 2023.07.17,14,Monday,202.59999999999997
4628,잡지,https://tumblbug.com/dongnemag_,"동네에서 찾는 행복, 로컬 매거진 <동네살이>",대학생이 만드는 로컬매거진 <동네살이>입니다.,0,71,"['1,000원 +', '15,500원 +', '22,300원 +', '42,000원 +', '54,800원 +', '22,000원 +', '31,500원 +', '41,000원 +', '50,500원 +', '12,500원 +', '54,800원 +', '90,000원 +']",114,23,1757629.0,351%,500000,2023.11.13 ~ 2023.11.26,13,Monday,351.5258
4629,잡지,https://tumblbug.com/magazinenerd_12th,취향공유집단 NERD의 12번째 잡지 <다행>,"다행을 선물할 NERD의 12번째 잡지, <다행>",0,75,"['1,000원 +', '15,000원 +', '17,000원 +', '18,500원 +', '25,000원 +']",34,41,1951500.0,300%,650000,2023.06.02 ~ 2023.06.29,27,Friday,390.3
4630,잡지,https://tumblbug.com/senseindang,"신당=떡볶이 공식을 깨는 매거진, <신감각, 신당동>",오감으로 느끼는 신당동의 매력,0,79,"['1,000원 +', '15,900원 +', '17,900원 +', '20,900원 +', '28,900원 +']",61,33,1550000.0,163%,950000,2023.06.05 ~ 2023.07.03,28,Monday,310.0
4631,잡지,https://tumblbug.com/localkit,"지방도시의 라이프스타일을 담다, <로컬키트 in 경상남도>","지방도시의 독특한 라이프스타일을 담다, 매거진 <로컬키트 in 경상남도>",0,58,"['1,000원 +', '9,500원 +', '14,000원 +', '20,000원 +', '24,000원 +', '12,000원 +']",114,22,992000.0,198%,500000,2023.04.07 ~ 2023.04.30,23,Friday,198.4
4632,잡지,https://tumblbug.com/filmdomaypole02,"대학생 독립영화 잡지 <MAYPOLE> 2호, 방","개성 넘치는 대학생들의 목소리가 살아 숨 쉬는 독립 영화 잡지, <MAYPOLE>",0,61,"['1,000원 +', '18,000원 +', '18,000원 +', '21,000원 +', '29,000원 +']",58,22,1134000.0,162%,700000,2023.07.06 ~ 2023.08.05,30,Thursday,226.79999999999998
4633,잡지,https://tumblbug.com/prism10,패션 매거진 PRISM 10; Special Edition,패션 매거진 [PRISM]의 10호 특별편입니다.,0,24,"['1,000원 +', '14,000원 +']",11,5,514000.0,102%,500000,2023.11.17 ~ 2023.12.01,14,Friday,102.8
4634,잡지,https://tumblbug.com/domansa_episode4,우리는 도시를 어떻게 마주하는가<도만사 매거진 Ep.4> ,"도시 '공간'을 탐구하고, 도시 '사람'을 소개하고, 도시 '가치'를 발견합니다.",0,88,"['1,000원 +', '34,000원 +', '44,000원 +', '18,000원 +', '34,000원 +', '150,000원 +', '500,000원 +', '16,000원 +']",36,9,2314000.0,231%,1000000,2023.04.21 ~ 2023.05.21,30,Friday,462.8
4635,잡지,https://tumblbug.com/celsius233_1,"<섭씨 233> 제1호, 부산권 독립 영화잡지",부산권 독립 영화잡지 <섭씨 233> 제1호,0,57,"['1,000원 +', '17,000원 +', '21,000원 +', '27,000원 +', '30,000원 +', '31,000원 +', '40,000원 +', '67,000원 +', '90,000원 +', '150,000원 +']",26,21,1645000.0,109%,1500000,2023.09.22 ~ 2023.10.15,23,Friday,329.0
4636,잡지,https://tumblbug.com/sikhaelovesick,인터뷰집: 문화예술이 너무 좋아! 5인의 애정을 담은 식해,'어떤' 것을 '좋아해'에서 좋아한다는 마음에 초점을 맞춘 인터뷰집,0,90,"['1,000원 +', '30,000원 +', '38,000원 +', '18,000원 +', '35,000원 +', '35,000원 +', '30,000원 +']",78,57,4198000.0,104%,4000000,2023.05.22 ~ 2023.06.05,14,Monday,839.6000000000001
4637,잡지,https://tumblbug.com/mirrormgz_202327,"저마다의 '박동'을 좇아, 매거진 미러 27호 <박동>","대학생이 만드는 라이프스타일 매거진, MIRROR의 스물 일곱번째 주제는 <박동>입니다. ",0,23,"['1,000원 +', '12,000원 +', '15,000원 +', '18,000원 +', '21,000원 +']",19,85,505000.0,101%,500000,2023.10.06 ~ 2023.10.31,25,Friday,101.0
4638,잡지,https://tumblbug.com/2eummokpo_by_jieum,"공간을 통해 사람을 이어주는 로컬 매거진 <이음, 목포>",현지인과 여행객의 '다른' 시선이 '이음'을 통해 하나가 됩니다.,0,29,"['1,000원 +', '21,000원 +', '18,000원 +', '22,000원 +', '23,000원 +', '33,000원 +']",43,28,944000.0,118%,800000,2023.09.06 ~ 2023.10.06,30,Wednesday,188.79999999999998
4639,잡지,https://tumblbug.com/magazine_sokuri_vol06,공주 로컬 매거진 소쿠리 Vol.6 ,공주 로컬 매거진 소쿠리 Vol.6 그해 여름 우리는,0,33,"['1,000원 +', '15,000원 +', '28,000원 +', '30,000원 +', '45,000원 +', '60,000원 +', '75,000원 +']",13,3,1410000.0,235%,600000,2023.08.17 ~ 2023.08.24,7,Thursday,282.0
4640,잡지,https://tumblbug.com/3h_mag_outsidetherecord,기록의 바깥: 기록되지 못한 가장자리에 대하여 ,기록의 바깥: 기록되지 못한 가장자리에 대하여 다룹니다. ,0,43,"['1,000원 +', '12,000원 +', '18,000원 +', '19,000원 +', '29,000원 +']",53,12,1137000.0,227%,500000,2023.08.15 ~ 2023.09.08,24,Tuesday,227.4
4641,잡지,https://tumblbug.com/magazineoddeye3,세상을 다르게 보고 싶은 당신을 위한 매거진 ODD EYE,세상을 다르게 바라보는 오드아이의 세 번째 시선을 소개합니다.,0,21,"['1,000원 +', '21,700원 +', '25,700원 +', '31,700원 +', '36,700원 +']",56,14,1346000.0,104%,1290000,2023.05.21 ~ 2023.06.20,30,Sunday,269.20000000000005
4642,잡지,https://tumblbug.com/beside,"<곁>, 머물지 않는 것들의 자리","시와 소설, 그리고 사진이 함께하는 문학 잡지.",0,28,"['1,000원 +', '10,000원 +']",27,41,501000.0,100%,500000,2023.10.09 ~ 2023.10.23,14,Monday,100.2
4643,잡지,https://tumblbug.com/efactory,꽁꽁 얼어버린 이들을 녹여줄 그림 잡지 < 인클로저 >,"자기만의 안식처를 만들어가는 이들의 경험을 동화, 에세이로 만나는 '그림 잡지'",0,14,"['1,000원 +', '18,000원 +', '33,000원 +', '48,000원 +', '50,000원 +', '65,000원 +', '85,000원 +', '150,000원 +', '165,000원 +', '210,000원 +']",23,29,3752000.0,375%,1000000,2023.11.09 ~ 2023.12.06,27,Thursday,750.4
4644,잡지,https://tumblbug.com/popopo08,포포포 매거진 8호 Balance_균형과 균열 사이 ,어쩌면 우리는 일상에 끝없는 균열을 내며 균형을 찾아가는 중일지도 모릅니다.,0,64,"['1,000원 +', '100,000원 +', '200,000원 +', '20,000원 +', '27,000원 +', '35,000원 +', '37,000원 +', '50,000원 +', '52,000원 +']",26,21,2648000.0,264%,1000000,2023.05.24 ~ 2023.06.13,20,Wednesday,529.6
4645,잡지,https://tumblbug.com/20230601,밀레니얼 도시 경관 매거진 [ULC 6],"도시 경관의 기능과 특징, 디자인을 관찰하고 일상의 도시 경험을 기록합니다.",0,37,"['1,000원 +', '12,000원 +', '22,000원 +', '50,000원 +', '150,000원 +']",37,4,1312000.0,262%,500000,2023.04.17 ~ 2023.05.28,41,Monday,262.40000000000003
4646,잡지,https://tumblbug.com/dba,"반려견이 된 유기견의 이야기, <pat a pet!> ","이제는 누군가의 가족이 된 강아지들의 이야기가 담긴 인터뷰 사진집, <pat a pet!>",0,36,"['1,000원 +', '18,000원 +', '28,000원 +', '30,000원 +', '36,000원 +', '40,000원 +', '58,000원 +', '35,000원 +']",68,38,1282000.0,256%,500000,2023.06.12 ~ 2023.07.31,49,Monday,256.4
4647,잡지,https://tumblbug.com/bookwheel,감성독질ㅣ독서체험 매거진 '북휠(BOOK WHEEL)'1호,"우리가 반한 한 권의 책을 다양한 방법으로 체험, 기록하는 매거진 'BOOK WHEEL'",0,26,"['1,000원 +', '12,000원 +', '20,000원 +', '50,000원 +']",20,5,1177777.0,196%,600000,2023.03.27 ~ 2023.04.24,28,Monday,235.55540000000002
