,category,url,title,subtitle,pick,supporters,reward_levels,like_num,share_num,price,achievement_rate,achievement_goal,funding_period,funding_duration,start_day,abs_achievement_rate
5013,잡지,https://tumblbug.com/ganadara7,한글 타이포그라피 잡지 <가나다라 7호: 종이 밖으로>,"종이를 출발점으로 한 다양한 매체 실험과 연구, 워크숍 내용을 담았습니다.",0,222,"['1,000원 +', '29,000원 +', '33,500원 +', '34,500원 +', '48,000원 +', '58,000원 +', '58,000원 +']",233,83,8753001.0,125%,7000000,2022.03.24 ~ 2022.04.24,31,Thursday,1750.6001999999999
5014,잡지,https://tumblbug.com/opening,"한국인 아티스트의 영국 작업실 들여다보기, '오프닝'",영국에서 활발하게 활동하고 있는 다양한 한국인 아티스트와 작업을 소개하는 아트잡지,1,69,"['1,000원 +', '19,000원 +', '54,000원 +', '37,000원 +', '700,000원 +', '30,000원 +', '36,000원 +', '50,000원 +', '16,000원 +']",64,0,2500000.0,125%,2000000,2021.05.01 ~ 2021.05.31,30,Saturday,500.0
5015,잡지,https://tumblbug.com/moon_autumn_2020,"[인터뷰놀이X인터뷰집] 가을 하늘, 말갛게 뜬",인터뷰이가 주도하는 '인터뷰 놀이' 키트 X 내밀한 대화를 담은 인터뷰집 <만나는 사람>,0,43,"['1,000원 +', '16,000원 +', '21,000원 +', '15,000원 +', '20,000원 +', '28,000원 +', '33,000원 +', '48,000원 +', '53,000원 +']",50,1,1873000.0,124%,1500000,2020.11.09 ~ 2020.12.07,28,Monday,374.6
5016,잡지,https://tumblbug.com/moviegoer,영화 매거진 <무비고어> 창간호 마스크 시즌,<무비고어>는 영화에 관한 진지하면서도 재밌는 글을 원하는 분들을 위한 잡지입니다.,1,89,"['1,000원 +', '26,000원 +', '13,000원 +', '15,000원 +', '28,000원 +', '40,000원 +']",44,0,3735000.0,124%,3000000,2021.03.18 ~ 2021.04.08,21,Thursday,747.0
5017,잡지,https://tumblbug.com/magazinedeep,스트릿 디자인 잡지 <magazine deep>,매 호 하나의 길을 주제로 디자인을 이야기하는 잡지 입니다.,0,42,"['1,000원 +', '12,000원 +', '15,000원 +', '25,000원 +', '19,000원 +']",2,0,622000.0,124%,500000,2017.10.10 ~ 2017.10.26,16,Tuesday,124.4
5018,잡지,https://tumblbug.com/indigomagazine,국제 인문학 잡지 INDIGO Vol.8,전 세계와의 새로운 연대를 꿈꾸며 만들어진 인문교양지 INDIGO. 창조적 변화를 도모하는 희망의 시작이다.,0,55,"['1,000원 +', '10,000원 +', '15,000원 +', '22,000원 +', '25,000원 +', '50,000원 +', '70,000원 +', '100,000원 +', '150,000원 +', '200,000원 +', '300,000원 +', '30,000원 +']",1,0,3714013.0,123%,3000000,2012.11.02 ~ 2012.12.08,36,Friday,742.8026
5019,잡지,https://tumblbug.com/ssworkroom,그림책 창작자들의 잡지 - 수상한 작업실,수상쩍고 목적없고 가치없고 방향없고 교훈적이지 않은 이미지와 이야기가 자유롭게 섞인 수상한 잡지,0,60,"['1,000원 +', '10,000원 +', '200,000원 +', '30,000원 +', '20,000원 +', '35,000원 +', '45,000원 +', '55,000원 +']",1,0,1857000.0,123%,1500000,2015.11.19 ~ 2015.12.12,23,Thursday,371.4
5020,잡지,https://tumblbug.com/projectsoyo,<소요> : 세상을 보는 다른 시각 NO.01,프로젝트 <소요>는 우리의 일상을 다른 관점을 가지고 걸어보았습니다.,1,42,"['1,000원 +', '9,000원 +', '10,000원 +', '13,000원 +']",0,0,928222.0,123%,750000,2019.05.24 ~ 2019.07.08,45,Friday,185.6444
5021,잡지,https://tumblbug.com/mirrormgz_202015,"청춘을 담아내는 MIRROR의 열다섯 번째 발행물 ""결""",청춘들의 이야기를 담아내는 매거진 MIRROR의 열다섯 번째 발행물 <결>입니다.,0,35,"['1,000원 +', '11,000원 +', '14,500원 +', '14,500원 +', '18,000원 +']",1,0,618500.0,123%,500000,2020.03.02 ~ 2020.03.23,21,Monday,123.70000000000002
5022,잡지,https://tumblbug.com/withcomma,광고마케팅에 DIVE! 46번째 [콤마 매거진] 발간,젊은 세대의 유연한 시각으로 광고 마케팅과 관련된 유용한 정보를 전달합니다.,1,72,"['1,000원 +', '15,000원 +', '20,000원 +', '25,000원 +', '40,000원 +', '21,250원 +', '32,000원 +']",110,46,1604250.0,123%,1300000,2022.05.23 ~ 2022.06.20,28,Monday,320.84999999999997
5023,잡지,https://tumblbug.com/theysaycyberbullying,"온라인 속 무법자, <사이버 렉카> 심층고찰","유튜버 전성시대, 우리의 인식을 향상시켜 줄 <사이버렉카> 및 <사이버불링>를 다룬 잡지",0,30,"['1,000원 +', '5,000원 +', '16,000원 +']",26,15,616000.0,123%,500000,2023.02.28 ~ 2023.03.27,27,Tuesday,123.2
5024,잡지,https://tumblbug.com/unproductive01,비정기 간행물『비생산』 창간호 : 일,생산적인 것과 비생산적인 것의 경계를 넘나들며 기록하는 창작문화 매거진 『비생산』창간호,0,69,"['1,000원 +', '18,000원 +', '50,000원 +', '35,000원 +', '88,000원 +', '220,000원 +']",0,0,2204000.0,122%,1800000,2019.03.28 ~ 2019.04.30,33,Thursday,440.8
5025,잡지,https://tumblbug.com/monthlydeviationvol12,항공잡지계의 새 물결 ㅣ <월간비행>,"항공의 대중화를 꿈꾸는 항공교통 전공자들이 만든, 재미있고 쉬운 항공 잡지입니다 :)",1,48,"['1,000원 +', '5,000원 +', '8,000원 +', '13,000원 +', '17,000원 +', '23,000원 +', '50,000원 +']",1,0,857000.0,122%,700000,2019.11.28 ~ 2019.12.22,24,Thursday,171.4
5026,잡지,https://tumblbug.com/wsbfarm,국내 최초 서핑 매거진-WSB FARM 'ISSUE002',국내 유일의 서핑 전문 매거진 - WSB FARM에서 두번째 ISSUE를 출간합니다,0,129,"['1,000원 +', '17,000원 +', '32,000원 +', '48,000원 +']",2,0,7337100.0,122%,6000000,2017.04.27 ~ 2017.06.01,35,Thursday,1467.42
5027,잡지,https://tumblbug.com/mansonhands,'쓰다 만 글들'을 엮은 독립문학잡지 <맨손>,"쓰다 만 글들, 완성되지 못한 이야기 등을 엮은 문학잡지 <맨손> 3호입니다.",0,85,"['1,000원 +', '12,000원 +', '16,000원 +', '27,000원 +', '40,000원 +', '30,000원 +', '36,000원 +', '54,000원 +', '21,000원 +', '42,000원 +']",5,1,2441900.0,122%,2000000,2018.12.10 ~ 2018.12.31,21,Monday,488.38
5028,잡지,https://tumblbug.com/diurna,20대를 위한 시사월간지 -듀르나-,"[20's Journal for 20's]
시사월간지 'Diurna_듀르나'의 
창간호 제작 프로젝트입니다:)",0,23,"['1,000원 +', '10,000원 +', '20,000원 +', '50,000원 +', '70,000원 +', '100,000원 +', '5,000원 +']",0,0,3045000.0,121%,2500000,2012.07.12 ~ 2012.08.15,34,Thursday,609.0
5029,잡지,https://tumblbug.com/favorite,좋아하는 일을 의미있게 하는 사람들 이야기 favorite,좋아하는 일을 하면서 의미있는 시간을 보내고 계시는 분들의 이야기를 담은 매거진입니다.,1,115,"['1,000원 +', '17,000원 +', '30,000원 +']",3,0,3648777.0,121%,3000000,2018.04.03 ~ 2018.04.29,26,Tuesday,729.7554
5030,잡지,https://tumblbug.com/garpimagazine,Animal Loving magazine [Garpi],[Magazine For Animal Lovers] 갈피 매거진 Garpi Issue#1,0,41,"['1,000원 +', '23,000원 +', '30,000원 +', '33,000원 +', '35,000원 +', '35,000원 +', '43,000원 +', '46,000원 +', '52,000원 +', '55,000원 +', '70,000원 +', '98,000원 +', '23,000원 +', '100,000원 +']",77,1,2414000.0,120%,2000000,2021.09.01 ~ 2021.09.22,21,Wednesday,482.8
5031,잡지,https://tumblbug.com/uwuwmagazine,오직 한 사람의 이야기를 담는 인터뷰 매거진 <어푸어푸>,<어푸어푸>는 자기만의 길을 어푸어푸 헤엄쳐가는 한 사람의 이야기를 담습니다.,1,42,"['1,000원 +', '18,000원 +', '33,000원 +', '45,000원 +', '60,000원 +', '150,000원 +', '30,000원 +']",25,5,1206000.0,120%,1000000,2021.01.15 ~ 2021.02.05,21,Friday,241.2
5032,잡지,https://tumblbug.com/wouldyoulike,천문학 잡지 <<우주라이크>> 8호 제작,대한민국 우주외교관 우주라이크 입니다.,0,136,"['1,000원 +', '10,000원 +', '20,000원 +', '30,000원 +', '50,000원 +', '100,000원 +', '300,000원 +']",5,1,4821000.0,120%,4000000,2015.07.21 ~ 2015.08.11,21,Tuesday,964.1999999999999
5033,잡지,https://tumblbug.com/rawsm,"본격 로컬잡지, 서면을 날 것의 시선으로 보는 [날_서면]",서면을 날 것의 시선으로 보는 독립잡지 [날_서면]입니다.,0,66,"['1,000원 +', '16,000원 +', '30,000원 +', '26,000원 +', '31,000원 +', '40,000원 +', '51,000원 +', '45,000원 +', '65,000원 +']",3,0,2410000.0,120%,2000000,2018.11.29 ~ 2018.12.31,32,Thursday,482.0
5034,잡지,https://tumblbug.com/jejudo02,먹고 보는 로컬매거진 <제주 온도> Vol.2,로컬 매거진과 로컬 푸드로 전하는 제주도,1,37,"['1,000원 +', '22,000원 +', '24,000원 +', '16,000원 +']",17,0,1204000.0,120%,1000000,2021.07.27 ~ 2021.08.09,13,Tuesday,240.79999999999998
5035,잡지,https://tumblbug.com/sofasum,독립영화 배급기록집『소파섬 1호-파란입이 달린 얼굴』,독립영화계에 새롭게 떠오른 '소파섬'은 씨네소파의 두번째 배급기록집입니다.,0,98,"['1,000원 +', '5,000원 +', '15,000원 +', '18,000원 +', '24,000원 +', '28,000원 +', '70,000원 +']",2,0,2407000.0,120%,2000000,2018.02.26 ~ 2018.03.25,27,Monday,481.4
5036,잡지,https://tumblbug.com/manieredevoir9,<르몽드>의 테마무크지 마니에르 드 부아르 가을호 발간,<르몽드>만의 색깔있는 테마별 무크지 '마니에르 드 부아르' 가을호(9호)가 발행됩니다.,0,124,"['1,000원 +', '18,000원 +', '18,000원 +', '65,000원 +']",91,21,3603112.0,120%,3000000,2022.09.07 ~ 2022.10.04,27,Wednesday,720.6224
5037,잡지,https://tumblbug.com/moviegoer3,영화 매거진 <무비고어> all-star 시즌으로 돌아오다,영화 매거진 <무비고어> all-star season,0,119,"['1,000원 +', '13,000원 +', '25,000원 +', '25,000원 +', '38,000원 +', '38,000원 +', '60,000원 +']",72,14,2400000.0,120%,2000000,2022.07.11 ~ 2022.07.21,10,Monday,480.0
5038,잡지,https://tumblbug.com/aboutdmz,"이야기로 만나는 DMZ, <ABOUT DMZ:릴리브 파주>",남부만큼 매력적인 북부 여행기! 숨겨져 있던 DMZ의 이야기를 담은 로컬 매거진입니다.,0,52,"['1,000원 +', '18,000원 +', '22,000원 +', '38,000원 +', '42,000원 +', '15,000원 +']",62,0,1200000.0,120%,1000000,2021.04.07 ~ 2021.04.30,23,Wednesday,240.0
5039,잡지,https://tumblbug.com/newlearn3,신박한 뇌과학 잡지 <NewLearn> 3호,<NewLearn>은 뇌과학 지식을 쉽고 재미있게 풀어낸 학회지입니다.,0,46,"['1,000원 +', '13,500원 +', '19,500원 +', '34,500원 +', '39,500원 +', '40,000원 +', '49,500원 +']",3,1,1918000.0,119%,1600000,2019.05.10 ~ 2019.06.21,42,Friday,383.59999999999997
5040,잡지,https://tumblbug.com/himangwon7,망원동의 채식/제로웨이스트 이야기 - 안녕망원 7.8호,동네사람이 만드는 동네잡지 안녕망원,0,60,"['1,000원 +', '17,000원 +', '21,000원 +', '35,000원 +', '7,000원 +', '12,000원 +', '16,000원 +', '50,000원 +']",82,29,1189000.0,118%,1000000,2022.04.29 ~ 2022.05.18,19,Friday,237.8
5041,잡지,https://tumblbug.com/7pictures_magazine,세상에 없던 Fine Art 매거진 [7Pictures],"예술을 더욱 더 가까이 만날 수 있도록, 세상에 없던 Fine Art 매거진을 만드는 프로젝트 입니다.",1,144,"['1,000원 +', '6,500원 +', '10,500원 +', '14,500원 +', '40,000원 +', '300,000원 +', '100,000원 +']",1,0,1783500.0,118%,1500000,2016.04.18 ~ 2016.05.10,22,Monday,356.70000000000005
5042,잡지,https://tumblbug.com/vostokasmr,"보스토크 29호 <비주얼 ASMR>, 지금-여기의 이미지들","보스토크 매거진 29호 <비주얼 ASMR>, 지금-여기의 이미지는 어떻게 살아가는가. ",0,115,"['1,000원 +', '16,000원 +', '32,000원 +', '44,000원 +', '44,000원 +', '48,000원 +', '96,000원 +', '192,000원 +', '44,000원 +', '44,000원 +']",47,0,3564000.0,118%,3000000,2021.08.20 ~ 2021.09.13,24,Friday,712.8
5043,잡지,https://tumblbug.com/neonmilk,LGBTQ 컬쳐를 지지하는 아티스트들의 매거진 <네온밀크>,삶의 다양성을 사랑하고 LGBTQ 컬쳐를 지지하는 젊은 아티스들의 매거진 <네온밀크>,0,223,"['1,000원 +', '5,000원 +', '9,000원 +', '9,000원 +', '29,000원 +', '39,000원 +', '39,000원 +', '49,000원 +', '59,000원 +', '69,000원 +', '99,000원 +', '149,000원 +', '199,000원 +']",2,0,9497092.0,118%,8000000,2017.08.16 ~ 2017.09.16,31,Wednesday,1899.4184
5044,잡지,https://tumblbug.com/thewaywesomyeol,"<우리가 소멸하는 방법>, 그 첫번째 이야기","남해바다에 둘러싸인 평화로운 섬, 남해군에는 빈집이 늘어가고 있습니다.",1,120,"['1,000원 +', '16,000원 +', '31,000원 +', '25,000원 +', '49,000원 +']",5,0,2729000.0,118%,2300000,2019.08.28 ~ 2019.09.17,20,Wednesday,545.8000000000001
5045,잡지,https://tumblbug.com/quarterlyalone,비연애인구 전용잡지 '계간홀로' 여름호 발간을 밀어주세yo,"연애하지 않는 삶, 선택하지 않는 선택에 대하여! 전방위. 무정형. 비연애인구 전용잡지 '계간홀로'",0,44,"['1,000원 +', '5,000원 +', '10,000원 +', '15,000원 +', '20,000원 +', '30,000원 +', '50,000원 +']",0,0,711000.0,118%,600000,2013.06.12 ~ 2013.07.21,39,Wednesday,142.2
5046,잡지,https://tumblbug.com/not_ready_yet,<라이프스타일 매거진: 잠시만요> 평범한 시간을 담다.,"가장 평범하고 나다운 시간, 일상을 얘기하는 프로젝트 <잠시만요> 입니다.",0,47,"['1,000원 +', '7,000원 +', '14,000원 +', '20,000원 +']",2,0,591000.0,118%,500000,2020.01.07 ~ 2020.01.31,24,Tuesday,118.19999999999999
5047,잡지,https://tumblbug.com/pjplanp,"일상의 평화를 위한 N가지 이야기, <평화저널 플랜P>3호","일상의 평화를 이야기하는 <평화저널 플랜P> 의 3번째 잡지, 'Path/길'입니다",0,96,"['1,000원 +', '15,500원 +', '20,000원 +', '36,500원 +', '61,500원 +']",37,0,4136500.0,118%,3500000,2021.02.22 ~ 2021.03.14,20,Monday,827.3
5048,잡지,https://tumblbug.com/magazine_son2,"손에서 시작되는 이야기, 매거진 [손] vol.2","'우리의 삶이 새겨진 손에서 찾을 수 있는 순간들에 대하여' 이야기하는, 매거진 [손].",0,53,"['1,000원 +', '15,000원 +', '28,000원 +', '28,000원 +', '22,000원 +', '31,500원 +', '65,000원 +', '40,000원 +', '31,500원 +', '68,000원 +']",46,1,1181500.0,118%,1000000,2021.01.20 ~ 2021.02.07,18,Wednesday,236.3
5049,잡지,https://tumblbug.com/breakmagazine26,패션&라이프스타일 매거진 브레이크 26호: BET,패션&라이프스타일 매거진 브레이크에서 26호 <BET>을 발간합니다.,1,40,"['1,000원 +', '4,000원 +', '10,000원 +', '12,000원 +', '15,000원 +', '18,000원 +', '20,000원 +']",11,0,590065.0,118%,500000,2020.10.30 ~ 2020.11.30,31,Friday,118.01299999999999
5050,잡지,https://tumblbug.com/mirrormgz_202018,"청춘을 담아내는 MIRROR의 열여덟 번째 발행물 ""연""",청춘들의 이야기를 담아내는 매거진 MIRROR의 열여덟 번째 발행물 <연>입니다.,0,44,"['1,000원 +', '11,000원 +', '18,000원 +', '19,000원 +', '27,000원 +']",16,4,705500.0,117%,600000,2020.12.17 ~ 2021.01.07,21,Thursday,141.1
5051,잡지,https://tumblbug.com/fio_sweat_stich,"땀을 재정의하다, FIO <땀 SWEAT/STITCH>",일상적 단어의 가능성을 재발견하는 잡지 FIO | vol.0 <땀 SWEAT/STITCH>,0,61,"['1,000원 +', '32,000원 +', '18,500원 +', '34,500원 +', '48,500원 +', '78,500원 +', '16,000원 +']",46,6,1728000.0,117%,1470000,2021.11.05 ~ 2021.12.18,43,Friday,345.6
5052,잡지,https://tumblbug.com/unproductive02,비정기 창작문화매거진『비생산』vol.2 : 비수기,생산적인 것과 비생산적인 것의 경계를 넘나드는 창작문화 매거진『비생산』vol.2 : 비수기,1,46,"['1,000원 +', '10,000원 +', '13,000원 +', '16,000원 +', '19,000원 +', '45,000원 +', '20,000원 +', '220,000원 +', '20,000원 +', '10,000원 +']",28,0,1175000.0,117%,1000000,2020.09.04 ~ 2020.10.16,42,Friday,235.0
5053,잡지,https://tumblbug.com/theunderground0refdiscover,인디밴드 아카이빙 프로젝트 'The Underground',"홍대 인디밴드의 과거와 현주소, 그리고 앞으로 펼쳐질 그들의 이야기들",0,63,"['1,000원 +', '25,000원 +', '30,000원 +', '37,000원 +', '42,000원 +', '64,000원 +']",53,0,2347000.0,117%,2000000,2020.09.15 ~ 2020.10.13,28,Tuesday,469.4
5054,잡지,https://tumblbug.com/commonpoint_4,"우리는 문학을 통해 같은 통점이 된다, <공통점> 4th",문학을 통해 새로운 통점을 찾는 '공통점'이 네 번째 문학 무크지로 찾아왔습니다. :-),0,81,"['1,000원 +', '13,000원 +', '18,000원 +', '26,000원 +', '50,000원 +', '80,000원 +']",0,1,1759000.0,117%,1500000,2020.06.04 ~ 2020.06.21,17,Thursday,351.79999999999995
5055,잡지,https://tumblbug.com/fakemagazine3,<Fake magazine> 그린라이프를 위한 지침서,"<Fake magazine> 'Greenery'. 자연에 가깝고, 지속가능한 삶",0,53,"['1,000원 +', '21,900원 +', '37,000원 +', '70,000원 +']",41,5,1757900.0,117%,1500000,2022.08.22 ~ 2022.09.12,21,Monday,351.58
5056,잡지,https://tumblbug.com/mirrormgz_202120,"청춘을 담아내는 MIRROR의 스무 번째 발행물, ""이름""",청춘들의 이야기를 담아내는 매거진 MIRROR의 스무 번째 발행물 <이름>입니다.,0,48,"['1,000원 +', '11,000원 +', '14,000원 +', '20,000원 +', '25,000원 +', '25,000원 +', '32,000원 +']",14,3,703000.0,117%,600000,2021.08.05 ~ 2021.08.20,15,Thursday,140.6
5057,잡지,https://tumblbug.com/critical,"크리틱-칼의 책 선물, 서평으로 돌아오다",크리틱-칼을 통해서 책 선물을 받았던 필자 중 6인이 선물받았던 책에 대한 서평을 씁니다.,1,71,"['1,000원 +', '10,000원 +']",0,0,1155000.0,117%,987000,2019.08.29 ~ 2019.09.27,29,Thursday,231.0
5058,잡지,https://tumblbug.com/doxa_vol1,DOXA vol.1 이산화,1호 1작가 문학비평매거진 DOXA vol. 1 이산화편,0,112,"['1,000원 +', '15,000원 +', '18,000원 +', '27,000원 +', '30,000원 +', '12,000원 +']",1,1,2339000.0,116%,2000000,2019.02.20 ~ 2019.04.21,60,Wednesday,467.8
5059,잡지,https://tumblbug.com/gungajee,"궁상떠는 직딩들의 격한 공감 매거진, 계간 <궁.가.지>",2030직딩을 위한 라이프스타일 매거진입니다. 본격 1호 제작에 도움을 주실 후원자분들을 모집합니다 :) ,0,28,"['1,000원 +', '10,000원 +', '20,000원 +', '30,000원 +', '50,000원 +', '100,000원 +']",0,0,760000.0,116%,650000,2014.05.09 ~ 2014.05.31,22,Friday,152.0
5060,잡지,https://tumblbug.com/philic03,"우리는 모두 무언가의 덕후다, -philic",좋아하는 것과 좋아하는 것을 하는 사람들의 이야기를 담은 잡지 -philic 3호 프로젝트,0,58,"['1,000원 +', '15,000원 +', '20,000원 +', '25,000원 +', '26,000원 +', '50,000원 +']",2,1,1402000.0,116%,1200000,2019.11.07 ~ 2019.12.02,25,Thursday,280.4
5061,잡지,https://tumblbug.com/gogreen,녹색의 힘:『그린 챌린지: 한국환경보고서 2017』,국내 유일 민간 녹색/환경 정책 싱크탱크 녹색사회연구소의『한국환경보고서』 재출간 프로젝트,0,67,"['1,000원 +', '18,000원 +', '23,000원 +', '28,000원 +', '48,000원 +', '98,000원 +']",1,0,3500000.0,116%,3000000,2017.04.05 ~ 2017.04.30,25,Wednesday,700.0
5062,잡지,https://tumblbug.com/ktw_9th,"까만 밤, 아무도 없는 선착장에서 작은 배를 띄우는 사람들",키친테이블라이팅 계간문예지『영향력』프로젝트,1,66,"['1,000원 +', '13,000원 +', '21,000원 +', '24,000원 +', '34,000원 +', '42,000원 +', '22,000원 +', '34,000원 +', '44,000원 +', '30,000원 +', '26,000원 +', '32,000원 +', '40,000원 +', '44,000원 +', '48,000원 +', '52,000원 +', '63,000원 +', '10,000원 +', '20,000원 +']",0,0,1164000.0,116%,1000000,2018.04.19 ~ 2018.05.07,18,Thursday,232.79999999999998
5063,잡지,https://tumblbug.com/hands,공예와 푸드를 한번에 담은 감성 푸드매거진 '핸즈그라운드',청년공예가들이 만든 식기를 활용해 푸드에 스토리를 담아 만든 공예 푸드콘텐츠 매거진입니다.,0,60,"['1,000원 +', '15,000원 +', '37,000원 +', '39,000원 +', '40,000원 +', '59,000원 +', '63,000원 +', '86,000원 +', '99,500원 +', '99,500원 +', '65,000원 +', '65,000원 +']",0,0,2325500.0,116%,2000000,2018.01.23 ~ 2018.02.21,29,Tuesday,465.09999999999997
5064,잡지,https://tumblbug.com/breakmagazine22,브레이크매거진 22호 <Hidden>,대학생 패션&라이프스타일 매거진 브레이크에서 22호 <Hidden> 발간을 준비 중입니다!,0,52,"['1,000원 +', '4,000원 +', '7,000원 +', '10,000원 +', '14,000원 +', '20,000원 +', '27,000원 +', '34,000원 +']",0,0,579111.0,115%,500000,2019.03.14 ~ 2019.04.12,29,Thursday,115.82220000000001
5065,잡지,https://tumblbug.com/paranvol7,"일상의 정의를 기억하는, 파란 7호 <죽지않는 것들>","사라지지 않을 부정의, 그리고 그에 맞서는 영원한 정의. 그들의 영원을 기록했습니다.",0,33,"['1,000원 +', '15,000원 +', '16,000원 +', '14,000원 +', '17,000원 +', '18,000원 +', '20,000원 +', '21,000원 +', '28,000원 +']",30,17,579000.0,115%,500000,2023.02.06 ~ 2023.02.24,18,Monday,115.8
5066,잡지,https://tumblbug.com/philic02,"우리는 모두 무언가의 덕후다, '-philic'",좋아하는 것과 좋아하는 것을 하는 사람들의 이야기를 담은 잡지 philic 2호 프로젝트,1,116,"['1,000원 +', '5,000원 +', '13,000원 +', '18,000원 +', '25,000원 +', '50,000원 +', '80,000원 +', '250,000원 +']",1,1,3473000.0,115%,3000000,2017.09.09 ~ 2017.10.08,29,Saturday,694.6
5068,잡지,https://tumblbug.com/magazinemune3,"영화와 가까운 삶 이야기, 매거진 무네 vol.3 <동심>",영화를 좋아하는 20대가 모여 영화와 영화 밖의 삶을 이야기합니다.,1,75,"['1,000원 +', '20,000원 +', '22,000원 +', '23,000원 +', '25,000원 +', '25,000원 +', '30,000원 +', '37,000원 +']",71,7,1736000.0,115%,1500000,2021.10.25 ~ 2021.11.14,20,Monday,347.2
5069,잡지,https://tumblbug.com/univ_today,오늘만 사는 아싸매거진 대학오늘,"대학생, 우리가 살아가는 마냥 푸르지만은 못한 오늘을 기록하는 출판 프로젝트",0,180,"['1,000원 +', '5,000원 +', '8,000원 +', '1,000,000원 +', '700,000원 +', '10,000원 +', '18,000원 +', '35,000원 +', '40,000원 +', '200,000원 +', '17,000원 +', '25,000원 +', '50,000원 +']",1,0,2544000.0,115%,2200000,2016.08.25 ~ 2016.09.24,30,Thursday,508.8
5070,잡지,https://tumblbug.com/magazainealone5,혼자를 위한 문예지 <A1;one 매거진얼론> 5호 '일',"혼자를 위한 독립문예지, 매거진얼론(A1;one) 5호에서는 '일'을 말하고 썼습니다.",1,32,"['1,000원 +', '12,000원 +', '15,000원 +', '25,000원 +', '25,000원 +', '25,000원 +', '27,000원 +', '45,000원 +', '12,000원 +', '24,000원 +']",75,29,578000.0,115%,500000,2022.01.17 ~ 2022.02.16,30,Monday,115.6
5071,잡지,https://tumblbug.com/jabdam2021winter,"젊은 건축 매거진 <잡담> ""건축과 여백""","<잡담>은 건축을 공부하는, 건축을 사랑하는 20대가 모인 학생 건축 비평 콜렉티브입니다.",0,56,"['1,000원 +', '13,000원 +', '14,000원 +', '24,000원 +', '26,000원 +', '150,000원 +']",61,14,1156000.0,115%,1000000,2022.01.10 ~ 2022.01.29,19,Monday,231.2
5072,잡지,https://tumblbug.com/index2,"두 번째 한국영화 색인, index <플란다스의 개>",<플란다스의 개>에 대한 봉준호 감독님 인터뷰가 수록된 독립영화잡지입니다.,1,132,"['1,000원 +', '12,000원 +', '13,000원 +', '23,000원 +', '33,000원 +']",97,2,2301000.0,115%,2000000,2020.08.24 ~ 2020.10.19,56,Monday,460.20000000000005
5073,잡지,https://tumblbug.com/gunsanon2,"진짜 군산 이야기! 로컬매거진 <군산,온> 두번째 이야기","찐군산러들이 전해주는 군산이야기! <군산,온> 두번째 이야기를 만나보세요!",0,45,"['1,000원 +', '15,000원 +', '27,000원 +', '27,000원 +', '51,000원 +']",41,0,1725000.0,114%,1500000,2021.08.24 ~ 2021.09.14,21,Tuesday,345.0
5074,잡지,https://tumblbug.com/be_literature_vol2,문학잡지 <비릿 be:lit> 2호 : 여성 화자의 언어,문학잡지 <비릿 be:lit> 2호 발행을 준비합니다.,1,138,"['1,000원 +', '15,000원 +', '20,000원 +', '25,000원 +', '40,000원 +']",1,0,2860000.0,114%,2500000,2019.10.11 ~ 2019.10.31,20,Friday,572.0
5075,잡지,https://tumblbug.com/cjywca,"청주청년을 위한 잡지, 볼겨말겨",청주청년 YWCA에서 청주청년 문화를 공유하고 만들어나갈 공간으로 잡지를 제작하려 합니다.,0,34,"['1,000원 +', '13,000원 +', '1,000원 +', '15,000원 +']",0,0,858000.0,114%,750000,2019.12.17 ~ 2020.01.07,21,Tuesday,171.6
5076,잡지,https://tumblbug.com/ledebutkr,"대한민국 대학생들이 만들어가는 패션 매거진, 르데뷰 ",LEDEBUT는 오롯이 대학생들의 힘만으로 만들어지는 국내 최초이자 최대의 캠퍼스 매거진 입니다. ,0,51,"['1,000원 +', '12,000원 +', '30,000원 +', '40,000원 +', '70,000원 +']",0,1,1144000.0,114%,1000000,2014.06.11 ~ 2014.07.10,29,Wednesday,228.79999999999998
5077,잡지,https://tumblbug.com/moimggol_02,폰트를 말하는 독립잡지 모임꼴 2호,모임꼴은 폰트를 말하는 잡지이며 활자의 이해와 공감을 설명하고 나누기 위해 기획되었습니다.,1,115,"['1,000원 +', '10,000원 +', '20,000원 +', '20,000원 +', '40,000원 +', '60,000원 +', '150,000원 +', '50,000원 +', '20,000원 +']",3,0,2859800.0,114%,2500000,2017.01.12 ~ 2017.02.12,31,Thursday,571.96
5078,잡지,https://tumblbug.com/chon2,"안전한 농산물이 부록이예요, 농촌잡지『계간지촌』_제주당근편","도시소비자와 생산자를 이어주는, 농산물이 부록인 잡지 <계간지촌>입니다",0,52,"['1,000원 +', '22,000원 +', '27,000원 +', '25,000원 +', '30,000원 +', '19,000원 +']",0,0,1369777.0,114%,1200000,2018.11.29 ~ 2018.12.12,13,Thursday,273.9554
5079,잡지,https://tumblbug.com/pawinhand11,유기동물을 입양하는 문화를 담은 '포인핸드 매거진' 5호,사지 않고 입양하는 문화를 만드는 포인핸드가 발간하는 유기동물 전문 매거진입니다.,0,345,"['1,000원 +', '15,000원 +', '27,000원 +', '18,000원 +', '23,000원 +', '36,000원 +', '39,000원 +', '42,000원 +', '80,000원 +', '12,000원 +']",4,0,6842000.0,114%,6000000,2020.06.01 ~ 2020.06.30,29,Monday,1368.3999999999999
